Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,5.695219607633067,5.7257788835059635,5.657714451497174,5.716055393218994,104121369,0.0,0.0
1996-01-02 00:00:00+05:30,5.702165501223185,5.729946797904158,5.629933165146997,5.671605110168457,168743308,0.0,0.0
1996-01-03 00:00:00+05:30,5.764673102094338,6.027209206770003,5.702165371504456,5.714666843414307,209323879,0.0,0.0
1996-01-04 00:00:00+05:30,5.660492165054867,5.678549968722821,5.585481856327963,5.661880970001221,216900264,0.0,0.0
1996-01-05 00:00:00+05:30,5.639656748097295,5.639656748097295,5.574370291687194,5.622987747192383,166708467,0.0,0.0
1996-01-08 00:00:00+05:30,5.6118755098139115,5.616042296283032,5.342393882252788,5.397956848144531,186974245,0.0,0.0
1996-01-09 00:00:00+05:30,5.238213355825936,5.334059089760083,5.063189404542196,5.242380142211914,388766555,0.0,0.0
1996-01-10 00:00:00+05:30,5.139588509008313,5.263215910409543,5.084025544425137,5.107639312744141,276606655,0.0,0.0
1996-01-11 00:00:00+05:30,5.056244566995397,5.292388219078822,5.0492990563339175,5.2673845291137695,409645726,0.0,0.0
1996-01-12 00:00:00+05:30,5.306278011973098,5.346561524868665,5.177093900170362,5.21182107925415,374687924,0.0,0.0
1996-01-15 00:00:00+05:30,5.196540619707611,5.222933111216221,5.128476183282951,5.157646656036377,199981539,0.0,0.0
1996-01-16 00:00:00+05:30,5.139588650788168,5.195151616904094,5.1229196496411955,5.167370319366455,217247573,0.0,0.0
1996-01-17 00:00:00+05:30,5.13958808146945,5.146533590604821,4.918725046619452,4.961785793304443,299629901,0.0,0.0
1996-01-18 00:00:00+05:30,4.8353807965344515,4.914557528996875,4.772871951544682,4.824267387390137,377502810,0.0,0.0
1996-01-19 00:00:00+05:30,4.757592077764969,4.817322569849356,4.707585447540401,4.7395339012146,324535340,0.0,0.0
1996-01-22 00:00:00+05:30,4.7548138562464235,4.8826087776065314,4.750645957030523,4.8201003074646,338613971,0.0,0.0
1996-01-23 00:00:00+05:30,4.836769775319905,4.857605934051152,4.361705282039322,4.615906715393066,354919302,0.0,0.0
1996-01-24 00:00:00+05:30,4.575622326114219,4.603403991697605,4.389486094307052,4.457550525665283,351185727,0.0,0.0
1996-01-25 00:00:00+05:30,4.447827286791408,4.467274268278306,4.24363323909771,4.270025730133057,360855771,0.0,0.0
1996-01-26 00:00:00+05:30,4.270025730133057,4.270025730133057,4.270025730133057,4.270025730133057,0,0.0,0.0
1996-01-29 00:00:00+05:30,4.250577784713654,4.646465500621842,4.224186037137036,4.606181621551514,652902286,0.0,0.0
1996-01-30 00:00:00+05:30,4.750645707308779,5.250714184238937,4.681192473647412,5.020127296447754,1061936020,0.0,0.0
1996-01-31 00:00:00+05:30,4.972898846339727,5.160424254224876,4.785373067413969,4.910390377044678,731560842,0.0,0.0
1996-02-01 00:00:00+05:30,4.86177257297052,5.139588509008313,4.847882295625524,5.107639312744141,640422958,0.0,0.0
1996-02-02 00:00:00+05:30,5.243768310136644,5.7230006319804225,5.243768310136644,5.661880970001221,818725675,0.0,0.0
1996-02-05 00:00:00+05:30,5.973035465134572,6.256407376082828,5.793844720275498,6.132779598236084,1222482548,0.0,0.0
1996-02-06 00:00:00+05:30,6.2800221963718315,6.389759701663286,5.489636549261429,5.618820667266846,1242315590,0.0,0.0
1996-02-07 00:00:00+05:30,5.307666297388884,5.778563964901486,5.25210333575278,5.723001003265381,895441820,0.0,0.0
1996-02-08 00:00:00+05:30,5.781342877355833,6.324472964843283,5.723001925207813,6.22307014465332,821653997,0.0,0.0
1996-02-09 00:00:00+05:30,6.445321505506556,6.723136691010823,6.225847264071371,6.584229469299316,994440377,0.0,0.0
1996-02-12 00:00:00+05:30,6.417540904683853,6.528666842505697,6.084161607055652,6.171673774719238,971599188,0.0,0.0
1996-02-13 00:00:00+05:30,6.111943140038903,6.782868135912121,6.059158524829004,6.542557716369629,1019034918,0.0,0.0
1996-02-14 00:00:00+05:30,6.709247291012056,6.8050930342127645,6.496718902341072,6.546724796295166,622459505,0.0,0.0
1996-02-15 00:00:00+05:30,6.389759001021371,6.598120578518805,6.334195666328301,6.442543983459473,699136437,0.0,0.0
1996-02-16 00:00:00+05:30,6.334195257770915,6.396703726988331,6.280021102699577,6.328638553619385,495646793,0.0,0.0
1996-02-19 00:00:00+05:30,6.445321142070031,6.534222471350462,6.355031378840654,6.392536163330078,518231701,0.0,0.0
1996-02-20 00:00:00+05:30,6.389758719025967,6.416150838039638,5.973034840340862,6.054990291595459,639131752,0.0,0.0
1996-02-21 00:00:00+05:30,6.054990291595459,6.054990291595459,6.054990291595459,6.054990291595459,0,0.0,0.0
1996-02-22 00:00:00+05:30,6.195288546078376,6.417540788747629,6.141114383364428,6.374479293823242,613558303,0.0,0.0
1996-02-23 00:00:00+05:30,6.3619776799002485,6.375867958578595,6.200844362164384,6.30641508102417,546094871,0.0,0.0
1996-02-26 00:00:00+05:30,6.375867946210928,6.507830787968672,6.280022203607137,6.320305347442627,544960514,0.0,0.0
1996-02-27 00:00:00+05:30,6.356421168447569,6.389759916119224,6.141114792599897,6.248073577880859,542491536,0.0,0.0
1996-02-28 00:00:00+05:30,6.368922673227188,6.43976471718738,6.264741145178759,6.278632164001465,427826248,0.0,0.0
1996-02-29 00:00:00+05:30,6.223069987880295,6.245294952930782,5.8480191110250415,5.885524272918701,697898447,0.0,0.0
1996-03-01 00:00:00+05:30,5.93136360420427,6.006373555103013,5.793844804328917,5.918861389160156,723172202,0.0,0.0
1996-03-04 00:00:00+05:30,5.945253247246134,5.973034913707841,5.7896766571418175,5.857741832733154,673407539,0.0,0.0
1996-03-05 00:00:00+05:30,5.857741832733154,5.857741832733154,5.857741832733154,5.857741832733154,0,0.0,0.0
1996-03-06 00:00:00+05:30,5.959143747480432,6.106386010354707,5.906358771316425,6.066102504730225,543855566,0.0,0.0
1996-03-07 00:00:00+05:30,6.150837797382195,6.25779657418724,6.091106930485777,6.120277404785156,854410306,0.0,0.0
1996-03-08 00:00:00+05:30,6.042489468408561,6.1119430846003375,5.966090713221999,6.088329315185547,646827174,0.0,0.0
1996-03-11 00:00:00+05:30,6.000817117025484,6.125834449497412,5.9772033462814615,6.107776641845703,631091821,0.0,0.0
1996-03-12 00:00:00+05:30,6.098052487663704,6.612010927388252,6.070270820015668,6.4217071533203125,803011329,0.0,0.0
1996-03-13 00:00:00+05:30,6.250851200425349,6.341141714446478,6.174451334924047,6.311969757080078,577715422,0.0,0.0
1996-03-14 00:00:00+05:30,6.306415373985177,6.373090644150103,6.264742309770196,6.310582160949707,597611484,0.0,0.0
1996-03-15 00:00:00+05:30,6.277244237109882,6.29669121978398,6.056380062519079,6.103609085083008,622444100,0.0,0.0
1996-03-18 00:00:00+05:30,6.04110024633345,6.0563796994837915,5.803567826752761,5.8257927894592285,667319823,0.0,0.0
1996-03-19 00:00:00+05:30,5.806345902244718,5.911916239257874,5.347950426990044,5.467411041259766,1037292464,0.0,0.0
1996-03-20 00:00:00+05:30,5.467411041259766,5.467411041259766,5.467411041259766,5.467411041259766,0,0.0,0.0
1996-03-21 00:00:00+05:30,5.695220412150676,5.92025026763234,5.695220412150676,5.859131336212158,670459612,0.0,0.0
1996-03-22 00:00:00+05:30,5.749394134714965,5.749394134714965,5.514639677296427,5.621599197387695,674824785,0.0,0.0
1996-03-25 00:00:00+05:30,5.693831477082675,5.725779934874551,5.507694467236691,5.588261127471924,457166882,0.0,0.0
1996-03-26 00:00:00+05:30,5.556312533093053,5.667438843121421,5.375732232916871,5.552145004272461,532380354,0.0,0.0
1996-03-27 00:00:00+05:30,5.750783116156867,5.832738574418171,5.72439062384618,5.749393939971924,377229724,0.0,0.0
